SN,Suburb,Category,Business Name,Address,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
11,"Mt Gambier, SA",restaurants,Lakes Resort Mount Gambier,"17 Lake Tce West, Mt Gambier SA 5290",-37.836144,140.768503,Open everyday for dinner (6pm) and breakfast (7-9am).,,lakesresort@bigpond.com,http://www.lakesresort.com.au,0,0
12,"Adelaide, SA",restaurants,Culshaws Restaurant,"Ground Floor, Majestic Roof Garden Hotel, 55 Frome St, Adelaide SA 5000",-34.922803,138.607768,Australian fine food and wine,,functions@majestichotels.com.au,http://www.majestichotels.com.au,4.5,3
13,"McLaren Vale, SA",restaurants,The Kitchen Door Restaurant at Pennys Hill  Mr Riggs Cellars,"281 Main Rd, McLaren Vale SA 5171",-35.244094,138.552136,"Regional, Seasonal Produce In Our Ever Changing Menus - Award Winning.",,tyarra@pennyshill.com.au,http://www.pennyshill.com.au,0,0
14,"Adelaide, SA",restaurants,Union Hotel,"70 Waymouth street, Adelaide SA 5000",-34.925682,138.597319,Menu Ranges From Traditional Pub Plates To Modern Australian Creations,,info@theunionhotel.com.au,http://www.theunionhotel.com.au,3.5,12
15,"Parkside, SA",restaurants,La Tombola Italian Restaurant,"61 Unley Rd, Parkside SA 5063",-34.94495,138.60745,Experience The Difference Of Our Modern Italian Cuisine,,info@latombola.com.au,http://www.latombola.com.au,4.5,4
16,"Mt Gambier, SA",restaurants,Commodore Motel,"1 Jubilee Hwy, Mt Gambier SA 5290",-37.82384,140.78461,"Commodore Motel Provides 53 Luxury Rooms, Ideal For Functions/Weddings",,reception@commodoremotel.com.au,http://www.commodoreonthepark.com.au,4,1
17,"Sevenhill, SA",restaurants,Sevenhill Hotel,Sevenhill SA 5453,-33.891305,138.629709,Family Friendly Restaurant,,paul@sevenhillhotel.com.au,http://www.sevenhillhotel.com.au,0,0
18,"North Adelaide, SA",restaurants,The Lion Hotel,"161 Melbourne St, North Adelaide SA 5006",-34.907829,138.60594,Award Winning Restaurant 5 Minutes From The City,,contactus@thelionhotel.com,http://www.thelionhotel.com,4,15
19,"Victor Harbor, SA",restaurants,Ninos Of Victor Harbor,"17 Albert Pl, Victor Harbor SA 5211",-35.555799,138.622763,Serving High Quality Food Since 1974,,enquiry@ninoscafe.com.au,http://www.ninoscafe.com.au,0,0
20,"Adelaide, SA",restaurants,Parlamento Restaurant,"140 North Tce, Adelaide SA 5000",-34.921856,138.597721,Italian Owned And Operated Since 1988.,,info@parlamento.com.au,http://www.parlamento.com.au,0,0
21,"North Adelaide, SA",restaurants,Himalayan Kitchen,"73 Melbourne St, North Adelaide SA 5006",-34.906186,138.608777,Delicious Tibetan & Nepalese Restaurant. Private Functions Available.,,info@thehimalayankitchen.com,http://www.thehimalayankitchen.com,4.5,3
22,"Adelaide, SA",restaurants,Cafe Michael 2,"204 Rundle St, Adelaide SA 5000",-34.92236,138.60721,Legendary Authentic Thai Food Made By Thai Chefs - Take Away Available,,,http://www.cafemichael2.com.au,3.5,5
23,"Auburn, SA",restaurants,The Rising Sun Hotel,"19 Main North Rd, Auburn SA 5451",-34.025914,138.685119,Clare Valley's Award Winning Hotel,,rising@capri.net.au,http://www.therisingsunhotel.com.au/,0,0
24,"Glenelg, SA",restaurants,Cafe Strand,"108 Jetty Rd, Glenelg SA 5045",-34.98053,138.51621,Modern Mediterranean Cuisine. Large Enclosed Outdoor Area.,,cafe@senet.com.au,http://www.cafestrand.com.au,0,0
25,"Mt Gambier, SA",restaurants,Sorrentos Cafe,"6 Bay Rd, Mt Gambier SA 5290",-37.8291,140.780025,"Modern Australian Cuisine, Gourmet Pizza. All Day Menu 7 Days A Week.",,eat@sorrentoscafe.com.au,http://www.sorrentoscafe.com.au,5,1
26,"Adelaide, SA",restaurants,Taj Tandoor,"290 Rundle St, Adelaide SA 5000",-34.922261,138.610218,Multi Award Winning Restaurant.,,,http://www.tajtandoor.com.au,2.5,11
27,"Prospect, SA",restaurants,Shanghai Palace Restaurant,"274a Main North Rd, Prospect SA 5082",-34.87434,138.60154,"Fully Licensed, Dine In & Take Away",,,,1,1
28,"Angle Park, SA",restaurants,Greyhound Racing SA,Angle Park SA 5010,-34.859133,138.560566,All Your Gaming & Racing Needs.,,admin@grsa.com.au,http://www.grsa.com.au,0,0
29,"Adelaide, SA",restaurants,Nu Thai Restaurant,"117 Gouger St, Adelaide SA 5000",-34.93064,138.595,Traditional And Modern Thai Food.,,nuthai.restaurant@gmail.com,http://www.nuthai.com.au,4,10
30,"Norwood, SA",restaurants,The Hazara,". 211A The Pde, Norwood SA 5067",-34.920769,138.638649,Specialising In North Indian And Singaporean Cuisine,,hazarabistro@hotmail.com,http://www.hazarabistro.com.au,4,1
31,"Glenelg, SA",restaurants,The Buffalo Family Restaurant,"Cnr Adelphi Terrace & Anzac Highway,, Glenelg SA 5045",-34.976517,138.514118,"Unique, Historic Ship At The Bay Great Food Great Prices All Functions",,info@thebuffalo.com.au,http://www.thebuffalo.com.au,0,0
32,"Adelaide, SA",restaurants,House Of Chow Pty Ltd,"82 Hutt St (Cnr Wakefield St), Adelaide SA 5000",-34.92835,138.6124,Innovative Gourmet Food In Elegant Surroundings At Affordable Prices,,,http://www.houseofchow.com.au,3.2,6
33,"North Adelaide, SA",restaurants,Zapatas Mexican Restaurant,"42 Melbourne St, North Adelaide SA 5006",-34.905633,138.609421,"Mexican Restaurant, Established For Over 30 Years.",,info@zapatas.com.au,http://www.zapatas.com.au,3.5,15
34,"Kent Town, SA",restaurants,Chloes Restaurant  Function Centre,"36 College Rd, Kent Town SA 5067",-34.92104,138.62232,Contemporary Australian Cuisine In Stylish Setting. 09 Chef Of The Yr.,,office@chloes.com.au,http://www.chloes.com.au/,4.5,2
35,"Adelaide, SA",restaurants,Balcony Restaurant,"129 North Tce, Adelaide SA 5000",-34.922,138.59695,Twice Awarded Best Brasserie Restaurant.,,,http://www.strath.com.au,0,0
36,"Adelaide, SA",restaurants,Sosta Argentinian Kitchen,"291 Rundle St, Adelaide SA 5000",-34.92244,138.61037,Open Charcoal Cooking.,,info@sostarundle.com,http://www.sostaargentiniankitchen.com.au,4,7
37,"McLaren Vale, SA",restaurants,Hotel McLaren,"208 Main Rd, McLaren Vale SA 5171",-35.213369,138.535669,Enjoy al fresco dining overlooking landscaped gardens.,,,http://www.hotelmclaren.com.au,4,1
38,"North Adelaide, SA",restaurants,Beyond India,"170 O'Connell St, North Adelaide SA 5006",-34.903564,138.595356,"A blend of spice, a blend of colour, a blend of flavour.",,robby@beyondindia.net.au,http://www.beyondindia.net.au,4,6
39,"Adelaide, SA",restaurants,From Orient,"125- 127 Pirie St, Adelaide SA 5000",-34.925888,138.604431,World Class Modern Chinese Restaurant.,,jenny@fromorientrestaurant.com,http://www.fromorient.com.au,4.5,4
40,"Adelaide, SA",restaurants,Alphutte Restaurant,"242 Pulteney St, Adelaide SA 5000",-34.92855,138.60631,"Quality Restaurant In Adelaide, SA",,enquiry@alphutte.com.au,http://www.alphutte.com.au,4.1,7
41,"Hawthorn, SA",restaurants,Lenzerheide Restaurant,"146 Belair Rd, Hawthorn SA 5062",-34.972106,138.608655,Offering A Quality Restaurant,,info@lenzerheide.com.au,http://www.lenzerheide.com.au,4.5,8
42,"Adelaide, SA",restaurants,Lemongrass Thai Bistro,"289 Rundle St, Adelaide SA 5000",-34.92264,138.61029,Located in Adelaide's Trendy East End - Modern Thai Cuisine,,info@lemongrassbistro.com.au,http://www.lemongrassthaibistro.com.au,3.5,15
43,"Glenelg, SA",restaurants,Esca Restaurant,"Holdfast Shores Shop 13- 15 Marine Pr, Glenelg SA 5045",-34.980227,138.515604,Authentic Mediterranean cuisine in a great location,,info@esca.net.au,http://www.esca.net.au,4,2
44,Restaurants,restaurants,1918 Bistro  Grill,"Holdfast Shores Shop 13- 15 Marine Pr, Glenelg SA 5045",-34.980227,138.515604,1918 Serves Freshly Prepared Modern Australian Food And Local Wines.,,enquiries@1918.com.au,http://www.1918.com.au,4.5,7
45,"Parafield Gardens, SA",restaurants,Parafield Gardens Community Club Inc,"65 Shepherdson Rd, Parafield Gardens SA 5107",-34.783116,138.6116,Our Bistro Boasts An Extensive Menu At Reasonable Prices.,,parafie@bigpond.net.au,http://www.communityclub.com.au,0,0
46,"Adelaide, SA",restaurants,Jasmin Indian Restaurant,"31 Hindmarsh Sq, Adelaide SA 5000",-34.923827,138.604671,North India Style Cuisine,,,http://www.jasmin.com.au,0,0
47,"Norton Summit, SA",restaurants,Scenic Hotel,"Old Norton Summit Rd, Norton Summit SA 5136",-34.922821,138.724162,"""So Near...Yet So Far"" Breathtaking Views Over The City & Coast.",,admin@scenichotel.com.au,http://www.scenichotel.com.au,4.5,4
48,"Mt Gambier, SA",restaurants,The Barn Steakhouse,"747 Glenelg River Rd, Mt Gambier SA 5291",-37.899301,140.791895,The Finest Local Grass-Fed Beef Cooked To Perfection.,,functions@barn.com.au,http://www.barn.com.au,0,0
49,"Campbelltown, SA",restaurants,Tookie Thai,"2/ 90 Newton Rd, Campbelltown SA 5074",-34.878705,138.673269,"Authentic Thai Food, Great Atmosphere & Friendly Staff.",,tookiethaicuisine@gmail.com,http://www.tookiethai.com,4,1
50,"North Adelaide, SA",restaurants,Harvest Of India,"91 O'Connell St, North Adelaide SA 5006",-34.906481,138.595495,"Northern Indian Home Style Cooking, Dine In Or Take Away-Open 7 Days.",,,http://www.harvestofindia.com.au,4,4
51,"Victor Harbor, SA",restaurants,Anchorage Cafe Restaurant Wine Bar,"21 Flinders Pde, Victor Harbor SA 5211",-35.553418,138.624366,Seafront Central Location Open From 8am For Breakfast Lunch & Dinner,,anchoragevh@ozemail.com.au,http://www.anchorageseafronthotel.com,4,3
52,"Whyalla, SA",restaurants,Percys on Playford,"99 Playford Ave, Whyalla SA 5600",-33.034726,137.562151,Percy's Restaurant & Piano Bar  A-La-Carte Dining - Breakfast & Dinner,,info@alexandermotel.com.au,http://www.alexandermotel.com.au,0,0
53,"Glenelg, SA",restaurants,Sammys On The Marina,"R 1/12 Holdfast Promenade Marina Pier Glenelg Foreshore, Glenelg SA 5045",-34.9762,138.51027,Multi Award Winning Restaurant With Magnificent Views,,sammys.rest@bigpond.com,http://www.sammys.net.au,1,1
54,"Mannum, SA",restaurants,Mannum Community Club Incorporated,"66 Randell St, Mannum SA 5238",-34.91271,139.31272,"Enjoy The Atmosphere, The Views, The Great Food And Wine",,admin@mannumclub.com.au,http://www.mannumclub.com.au,1,1
55,"Sevenhill, SA",restaurants,Skillogalee Winery  Restaurant,"Lot 1 Trevarrick Rd, Sevenhill SA 5453",-33.905359,138.617394,Award Winning Boutique Wines - Great Food - Comfortable Accommodation,,info@skillogalee.com.au,http://www.skillogalee.com.au,0,0
56,"Gawler, SA",restaurants,Feast On Murray,"111 Murray St, Gawler SA 5118",-34.598227,138.749555,Fine Wine & Global Cuisine In An Indoor Or Courtyard Setting,,,,4,1
57,"North Adelaide, SA",restaurants,Sato Japanese Restaurant,"131 Melbourne St, North Adelaide SA 5006",-34.907447,138.6071,"Authentic Japanese Restaurant, Japanese Chef. Established Over 18 Yrs.",,reefcity@senet.com.au,http://www.satorestaurant.com.au,3.5,4
58,"Adelaide, SA",restaurants,Homevalley BBQ Restaurant,"291 Morphett St, Adelaide SA 5000",-34.930891,138.593729,Christmas Drinks Special: All Beer & Soft Drinks Buy One Get One Free!,,,http://www.homevalleybbq.com.au,0,0
59,"Semaphore, SA",restaurants,The Red Ass Curry  Noodle Cafe  Restaurant,"Shop 2/ 120 Semaphore Rd, Semaphore SA 5019",-34.840045,138.488199,Quality Food - Takeaway Restaurant,,,http://www.redasscurry.com,4,3
60,"Glenelg, SA",restaurants,The Oyster Bar Holdfast Shores,"Holdfast Shores Shop 10 Marina Pr, Glenelg SA 5045",-34.985464,138.519862,"Quality Restaurant - Glenelg, SA",,oysterbar@oysterbar.com.au,http://www.oysterbar.com.au,4.5,3
61,"Henley Beach, SA",restaurants,Estia Restaurant,"255 Seaview Rd, Henley Beach SA 5022",-34.91999,138.49393,Estia are Adelaide's Greek food specialist at Henley Beach Square.,,email@estia.com.au,http://www.estia.com.au,4,6
62,"Adelaide, SA",restaurants,PJOBriens Irish Pub,"14 East Tce, Adelaide SA 5000",-34.92214,138.61049,The Irish Pub,,,http://www.pjobriens.com.au/adelaide/,4,13
63,"Adelaide, SA",restaurants,Great River Korean BBQ Restaurant,"103 Gouger St, Adelaide SA 5000",-34.93062,138.59559,Korean Cuisine,,info@greatriver.com.au,http://www.greatriver.com.au,3.5,3
64,"Norwood, SA",restaurants,Ambrosinis Restaurant,"136 Magill Rd, Norwood SA 5067",-34.9154,138.63326,Northern Italian Cuisine.,,,http://www.ambrosinis.com.au,3.5,3
65,"Mt Gambier, SA",restaurants,Caff Belgiorno,"7 Percy St, Mt Gambier SA 5290",-37.828421,140.78362,"A Fine Italian, Mediterranean & Tappas Experience In Mount Gambier",,gent@ansonic.com.au,http://www.febelgiorno.com.au,0,0
66,"Mawson Lakes, SA",restaurants,Golden Star 26,"1/ 32 Metro Pl, Mawson Lakes SA 5095",-34.805929,138.613753,Best Authentic Vietnamese Cuisine.,,golden.star26@hotmail.com,,3,1
67,"Bridgewater, SA",restaurants,Petalumas Bridgewater Mill,"Mount Barker Rd,, Bridgewater SA 5155",-35.0118305,138.7693988,A Fine Dining Restaurant In Bridgewater,,bridgewatermill@petaluma.com.au,http://www.petaluma.com.au,0,0
68,"Adelaide, SA",restaurants,Eros Ouzeri,"277 Rundle Street,, Adelaide SA 5000",-34.92246,138.60976,Authentic Modern Greek Cuisine In The City.,,erosouzeri@internode.on.net,http://www.erosouzeri.com.au,3.1,7
69,"Unley, SA",restaurants,Pira Thai Cuisine,"Shp 18, 13-23 Unley Rd, Unley SA 5061",-34.94261,138.60723,Authentic Thai Cuisine.,,,,4.5,4
70,"Glenelg, SA",restaurants,Mamma Carmela Cafe Pizzeria,"4 Jetty Rd, Glenelg SA 5045",-34.98067,138.51175,"Pizza,Foccacia,Pasta,Risotto,Seafood,Steak Or Chicken, We Have It All",,admin@mammacarmela.com.au,http://www.mammacarmela.com.au,4,8
71,"Adelaide, SA",restaurants,Park Lok Chinese Restaurant,"130 Grote St, Adelaide SA 5000",-34.928616,138.594367,"Whether Dining In Or Take Away, We Provide High Quality Chinese Food.",,kelvin@kartini.co,,5,1
72,"Victor Harbor, SA",restaurants,Anchorage Cafe Restaurant Wine Bar,"21 Flinders Pde, Victor Harbor SA 5211",-35.553597,138.624398,Seafront Central Location Iconic Victor Restaurant Cafe Wine Bar,,info@anchorageseafronthotel.com,http://www.anchorageseafronthotel.com,4,3
73,"Malvern, SA",restaurants,Chefs Of Tandoori,"Shop 8, 259- 269 Unley Rd, Malvern SA 5061",-34.95694,138.60839,A Taste Of India. Adelaide's Finest Indian Food. Take Away Menu Online,,,http://www.chefsoftandoori.com.au,4.5,3
74,"Nuriootpa, SA",restaurants,Chinese Dragon Licensed Restaurant,"9 Gawler St, Nuriootpa SA 5355",-34.472856,138.99376,Dine In & Takeaway,,lvsadmin@bigpond.com,,0,0
75,"Torrens Park, SA",restaurants,Dolci,"119 Belair Rd Mitcham Shoping Cntr, Torrens Park SA 5062",-34.975827,138.609725,Pasta Bar - Pizzeria - Birroteca - Espresso Bar.,,,,0,0
76,"Kadina, SA",restaurants,Bellagio The,"41 Taylor St, Kadina SA 5554",-33.961952,137.713635,Fine Italian Cuisine,,bookings@thebellagiokadina.com.au,http://www.thebellagiokadina.com.au/,0,0
77,"North Adelaide, SA",restaurants,Regent Thai,"165 O'Connell St, North Adelaide SA 5006",-34.903925,138.594662,Authentic Thai Cuisine,,regentthai@bigpond.com.au,http://www.regentthai.com.au,3.5,3
78,"Glenelg South, SA",restaurants,Mediterranean Cafe Ristorante,"Shop 2/ 72 Broadway, Glenelg South SA 5045",-34.98834,138.51807,"Open 7 Days, 8am Till Late. Outdoor Dining & Group Bookings Available.",,dine@mediterraneanristorante.com.au,http://www.mediterraneanristorante.com.au,0,0
79,"Victor Harbor, SA",restaurants,Original Victor Harbor Fish Shop,"20 Ocean St, Victor Harbor SA 5211",-35.55489,138.62338,"Come Visit Us,Treat Yourself To Fine Food & Hospitality by Dining in!",,dgmay@internode.on.net,http://www.originalvictorharborfishshop.com.au/,0,0
80,"Prospect, SA",restaurants,Caffe Cena,"101- 103 Prospect Rd, Prospect SA 5082",-34.88634,138.59432,,,cafecena@internode.on.net,http://www.caffecena.com.au,3.5,5
81,"Adelaide, SA",restaurants,The Original Pancake Kitchen,"13 Gilbert Pl, Adelaide SA 5000",-34.92352,138.59877,Go On Indulge Yourself. Famous For Pancakes For Nearly 50 Years.,,bookings@pancakehouse.com.au,http://www.theoriginalpancakekitchen.com.au,3.1,19
82,"Hawthorn, SA",restaurants,Caffe Buongiorno,"212 Belair Rd, Hawthorn SA 5062",-34.974903,138.608157,Pasta Bar - Pizzeria - Birroteca - Espresso Bar.,,buongiorno@adelaide.on.net,,3,7
83,"Strathalbyn, SA",restaurants,Tiffins Restaurant,"9 Rankine St, Strathalbyn SA 5255",-35.259377,138.893061,Modern Australian Cuisine,,,,0,0
84,"Adelaide, SA",restaurants,Celsius Restaurant  Bar,"95 Gouger St, Adelaide SA 5000",-34.930617,138.595734,Fine Dining In The Heart Of The City,,info@celsiusrestaurant.com.au,http://www.celsiusrestaurant.com.au,3.5,4
85,"Glenunga, SA",restaurants,ChaChis Mexican Cantina,"493 Portrush Rd, Glenunga SA 5064",-34.946744,138.642406,"Dine In ,Take Away &  Home Delivery",,,,3.5,5
86,"Elizabeth, SA",restaurants,Grand Central,Elizabeth SA 5112,-34.720522,138.670222,"Grand Food, Grand Value And A Grand Location.",,cdfc@cdfc.com.au,http://www.grandcentral.net.au,0,0
87,"Mt Gambier, SA",restaurants,Gourmet India Restaurant,"99 Commercial St (East), Mt Gambier SA 5290",-37.829864,140.785853,"""Please come and Experience the seamless taste in the tranquil milieu""",,gourmetindia@bigpond.com,http://www.gourmetindia.com.au/,0,0
88,"Adelaide, SA",restaurants,Le Riad Restaurant,"314b Pulteney St, Adelaide SA 5000",-34.93089,138.60654,Real Moroccan Cuisine,,le-riad-rest@hotmail.com,http://www.leriadrestaurant.com.au,3.5,3
89,"Adelaide, SA",restaurants,Ky Chow Chinese Restaurant,"27-29 Gouger St, Adelaide SA 5000",-34.93048,138.598174,"Fresh, Delicious and Authentic Chinese Cuisine",,raymond.wongct@gmail.com,,0,0
90,"Glenside, SA",restaurants,Shanghai Tea House,"Burnside Village Shop 108 447 Portrush Rd, Glenside SA 5065",-34.941417,138.641803,"Tea House & Dim Sum Restaurant - its Fresh, Tasty and Healthy.",,info@shanghaiteahouse.com.au,,0,0
91,"Camden Park, SA",restaurants,Morphettville Junction,"470 Anzac Hwy, Camden Park SA 5038",-34.97425,138.54017,"Brasserie For Lunch & Dinner. Functions, Sports Bar & Gaming Lounge.",,mjunction@sajc.com.au,http://www.morphettvillejunction.com.au,0,0
92,Restaurants,restaurants,St Kilda Beach Hotel,"470 Anzac Hwy, Camden Park SA 5038",-34.97425,138.54017,"Quality Menu, Friendly Service & Ocean Views For Up To 220 Guests",,info@stkildabeachhotel.com.au,http://www.stkildabeachhotel.com.au,0,0
93,"Stirling, SA",restaurants,Siemers Indian Restaurant  Takeaway,"143 Mount Barker Rd, Stirling SA 5152",-35.008146,138.724912,"Authentic Indian Cuisine, Open Tues - Sat from 5pm.",,,http://siemersindian.com.au,0,0
94,"Glenelg, SA",restaurants,Glenelg Barbeque Inn,"160 Jetty Rd, Glenelg SA 5045",-34.98038,138.51892,The Best Steaks In Town,,,http://www.bbqinn.com.au,0,0
95,"Hawthorn, SA",restaurants,Astros,"45c Sussex Tce, Hawthorn SA 5062",-34.973893,138.600067,The Tastiest and Best Value Greek Cuisine in South Australia.,,,http://www.astros.com.au,3.5,3
96,"Glenelg, SA",restaurants,Outback Jacks Bar  Grill,"Shop 11 Marina Pr, Glenelg SA 5045",-34.980227,138.515604,"Simply The Largest, Greatest Steaks",,,http://www.outbackjacks.com.au,2.5,9
97,"Kensington, SA",restaurants,Rising Sun The,"60 Bridge St, Kensington SA 5068",-34.92501,138.64483,Bar - A La 'Carte - Group & Corporate Functions,,therisingsun@adam.com.au,,4.5,3
98,"North Adelaide, SA",restaurants,Cafe Palazzo North Adelaide,"180 O'Connell St, North Adelaide SA 5006",-34.903425,138.595328,"Open 7 Days, Breakfast-Lunch-Dinner, Open Till Late.",,levm@bigpond.com,,3,2
99,"Adelaide, SA",restaurants,Treasury On King William,"Within the Adina Apartment Hotel, 144 King William St,, Adelaide SA 5000",-34.92671,138.60038,The Treasury is the oasis in the middle of the city.,,info@treasurykw.com,,4,4
100,"Bordertown, SA",restaurants,Bordertown Chinese Restaurant,"66 Woolshed St, Bordertown SA 5268",-36.310377,140.773734,"Healthy, Tasty And Quality Food.",,,,0,0
101,"Inman Valley, SA",restaurants,Rock View Cafe,"1 Mount Alma Rd, Inman Valley SA 5211",-35.4638076,138.5114968,"Traditional Home Cooked Meals, Devonshire Teas And Local Produce.",,,,0,0
102,"Clare, SA",restaurants,Indii Of Clare,"201 Main North Rd, Clare SA 5453",-33.835091,138.613832,Authentic Indian Cuisine,,info@indiiofclare.com.au,,0,0
103,"Murray Bridge, SA",restaurants,Riverscape Restaurant  Cafe,"50 Sturt Reserve Rd, Murray Bridge SA 5253",-35.1259,139.27393,Quality Coffee & Meals in a relaxing friendly environment,,,,0,0
104,"Fullarton, SA",restaurants,Chopstix,"306 Glen Osmond Rd, Fullarton SA 5063",-34.95579,138.63734,Two Locations - Specialising In Asian Cuisine - Open 7 Days.,,chopstix287@live.com.au,,2,3
105,"Hyde Park, SA",restaurants,Surees Thai Kitchen,"330 Unley Rd, Hyde Park SA 5061",-34.95804,138.60811,"Authentic Thai Cuisine, Open 7 Days, Takeaway Available",,,,4,2
106,"Redwood Park, SA",restaurants,MokLee Flower Queen Chinese Restaurant,"414 Milne Rd, Redwood Park SA 5097",-34.81537,138.69941,Lunch - Thursday to Saturday / Dinner - 6 Days / Closed Tuesday,,,,5,1
107,"Port Lincoln, SA",restaurants,Peacock Gardens Chinese  Thai Restaurant,"91 Tasman Tce, Port Lincoln SA 5606",-34.721215,135.860047,Take Away Or Dine In - Excellent Quality Chinese Food,,,,0,0
108,"Marion, SA",restaurants,Delhi Spice Indian Restaurant,"271a Oaklands Rd, Marion SA 5043",-34.99558,138.54886,"Dine In, Take Away, Fully Licensed For Lunch.",,,,3.5,8
109,"Hahndorf, SA",restaurants,Hahndorf Chinese Restaurant,"63-65 Main St, Hahndorf SA 5245",-35.027304,138.808542,Come Visit Us Today!,,,,4,1
110,"Brighton, SA",restaurants,In Thais Cafe  Noodle Bar,"63 Jetty Rd, Brighton SA 5048",-35.017496,138.516042,Delicious Thai Food Dine In Or Take Away.,,,,3.5,3
111,"Ridgehaven, SA",restaurants,Mandarin Coin Chinese Restaurant,"1259 North East Rd, Ridgehaven SA 5097",-34.82083,138.7162,Chinese Restaurant.,,,,3,3
112,"Goodwood, SA",restaurants,Korea Restaurant,Goodwood SA 5034,-34.95126,138.589666,We Have An Authentic Korean BBQ Menu.,,,,4,1
113,"Regency Park, SA",restaurants,Sunnybrae Function Centre,"1 Naweena Rd, Regency Park SA 5010",-34.863229,138.574269,,,info@sunnybrae.com.au,http://www.sunnybrae.com.au,3.5,2
114,"Stirling, SA",restaurants,Locavore,"49 Mount Barker Rd, Stirling SA 5152",-35.00459,138.717773,,,info@locavore.com.au,http://www.thelocavore.com.au,4.5,8
115,"Gawler, SA",restaurants,Harvest Of India,"1A Calton Rd, Gawler SA 5118",-34.60065,138.75045,,,,http://www.harvestofindia.com.au,4,1
116,"Bridgewater, SA",restaurants,Bridgewater Mill Petalumas,"Mount Barker Rd, Bridgewater SA 5155",-35.009279,138.7599,,,bridgewatermill@petaluma.com.au,http://www.bridgewatermill.com.au,4.5,3
117,"Glenelg, SA",restaurants,Pride of India,"7/ 118 Jetty Rd, Glenelg SA 5045",-34.980501,138.516704,,,mogeorgesam@yahoo.co.in,http://www.prideofindia.com.au,3.6,4
118,"Mt Gambier, SA",restaurants,Quality Inn Presidential,"Jubilee Hwy West, Mt Gambier SA 5290",-37.84362809,140.8278024,Using Time Honoured Techniques & The Best Of Ingredients.,,,,0,0
119,"Glenelg, SA",restaurants,Zucca Greek Mezze,"Shop 5/Marina Pier -Holdfast Shores, Glenelg SA 5045",-34.980227,138.515604,,,zucca@zucca.com.au,http://www.zucca.com.au,4,3
120,"Victor Harbor, SA",restaurants,Beach House Cafe  TakeAway,"62 Franklin Pde, Victor Harbor SA 5211",-35.5749,138.60189,Authentic North Indian Cuisine,,,,3.9,4
121,"Regency Park, SA",restaurants,Sunnybrae Function Centre,"Tikalara St, Regency Park SA 5010",-34.86792324,138.5731571,,,info@sunnybrae.com.au,http://www.sunnybrae.com.au,3.5,2
122,"Adelaide, SA",restaurants,The Gallery,"30 Waymouth St, Adelaide SA 5000",-34.925625,138.598501,,,info@galleryadelaide.com.au,http://www.galleryadelaide.com.au,4,5
123,"Hilton, SA",restaurants,Hilton Hotel,"Cnr South Rd & Sir Donald Bradman Drv, Hilton SA 5033",-34.93158,138.56977,,,info@hilton-hotel.com.au,http://www.hilton-hotel.com.au,3,7
