List_Price,List_Price_Discount_Flag,TRU_SKU,Source_URL,search_string,walmartID,Available,Vendor,Description,Timestamp,Price,TRU_List_Price,TRU_Brand_Name,Was_Price,TRU_Model_Number,Image_URL,Age,Categories,TRU_UPC,UPC_Found,TRU_Category_Name_2,TRU_Category_Name_3,TRU_Category_Name_1,TRU_URL,Shipping,Marketplace_Seller_Rating,Item_Flag,TRU_Online_Desc,Weight,Source,Item_Name,TRU_Title,TRU_Price,SN,model
,0,222843,http://www.walmart.com/ip/Child-of-Mine-2-Ply-Patchwork-Velboa-Blanket-Girl/16517887,http://www.walmart.com/ip/Child-of-Mine-2-Ply-Patchwork-Velboa-Blanket-Girl/16517887,16517887,yes,Walmart.com,"Child of Mine - 2-Ply Patchwork Velboa Blanket:   100 percent polyester Cuddle plush back Blanket measures 30"" x 40"" Care: machine wash warm; use only non-chlorine bleach when needed; tumble dry low; do not iron",2013-05-23 06:00:13,15.0,,Carters,,C3FQPD,http://i.walmartimages.com/i/p/00/02/22/66/09/0002226609125_300X300.jpg,,Baby :    Baby Blankets,0789887505197,,INFANT BEDDING,PADS/WATERPROOF,NURSERY,http://www.toysrus.com/product/index.jsp?productId=3371346,,There are no reviews for this retailer,,Carter's Keep Me Dry Quilted Crib Pad - White,1.05 (in pounds),Walmart,Child of Mine - 2-Ply Patchwork Velboa Blanket,WHT QLTD  CRIB PAD,13.99,186,CM4154N
$34.96,1,767021,http://www.walmart.com/ip/VTech-Sit-to-Stand-Learning-Walker/5788080,http://www.walmart.com/ip/VTech-Sit-to-Stand-Learning-Walker/5788080,5788080,yes,Walmart.com,"VTech Sit-To-Stand Learning Walker for Babies:      Kids' walker comes with five piano keys that play musical notes    Three colorful spinning rollers    Three shape sorters and light-up shape buttons    Features a telephone handset, spinning gears and an open/close barn door    VTech Learning Walker requires three ""AAA"" batteries",2013-05-23 06:00:14,25.78,,Vtech,,80-077000,http://i.walmartimages.com/i/p/00/05/08/03/77/0005080377000_300X300.jpg,6 Months and up,Toys :    Development & Learning,0050803770006,,INFANT TOYS,V-TECH,LEARNING,http://www.toysrus.com/product/index.jsp?productId=13148122,,There are no reviews for this retailer,,Vtech Sit-to-Stand Learning Walker,7.0 (in pounds),Walmart,VTech Sit-to-Stand Learning Walker,SIT TO STAND LEARNING WALKER,34.99,184,
,0,535831,http://www.walmart.com/ip/LEGO-Chima-Lennox-Lion-Attack-Play-Set/22018305,http://www.walmart.com/ip/LEGO-Chima-Lennox-Lion-Attack-Play-Set/22018305,22018305,yes,Walmart.com,"LEGO Chima Lennox Lion Attack Play Set:   230-piece set includes 2 minifigures: Crug and Lennox and a weapon  Features CHI, big claw attack function, all-wheel drive, lion head front and rapid-fire disc shooter  Includes Crug's standard weapon  Power through the jungle with all-wheel drive  Shoot the rapid-fire discs  Fire the 2 flick missiles  Protect the Lion tribe's CHI  Measures over 7""L x 6""W x 3""H  Model# 70002",2013-05-23 06:00:14,17.99,27.99,LEGO,,6024410,http://i.walmartimages.com/i/p/00/67/34/19/18/0067341918944_300X300.jpg,7 Years - 14 Years,Toys :    Building Sets,0673419189446,,CONSTRUCTION TOY,LEGO OWN IP SETS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=17599246,97 cent shipping,There are no reviews for this retailer,,LEGO Legends of Chima Lennox' Lion Attack (70002),2.78 (in pounds),Walmart,LEGO Chima Lennox Lion Attack Play Set,LEGO CHIMA 70002 LENNOX LION ATTACK,27.99,185,70002
,0,789581,http://www.walmart.com/ip/Summer-Infant-Sleek-Secure-Handheld-Color-Video-Monitor/16533562,http://www.walmart.com/ip/Summer-Infant-Sleek-Secure-Handheld-Color-Video-Monitor/16533562,16533562,no,Walmart.com,"Summer Infant - Sleek & Secure Handheld Color Video Monitor, 28270:  2.4 GHz digital technology  Parent unit features a 2.5"" color video display with black and white night vision  Ability to view up to 4 cameras at once (additional cameras sold separately)  Talk back feature allows parents to talk to baby while in another room  Small, sleek, lightweight design  Rechargeable batteries included  Low battery indicator  Belt clip with flip stand and multi-tilt option  Control button for sound lights, volume, brightness, power saver features and video on/off  Tabletop or wall mountable  350' range  AC adapter included  AV output jack for stereo on TV viewing  Automatically finds the best channel",2013-05-23 06:00:14,160.22,199.99,Summer Infant,,28450,http://i.walmartimages.com/i/p/00/01/29/14/28/0001291428270_300X300.jpg,,Baby :    Baby Monitors,0012914284506,,INFANT CARE & SAFETY,NURSERY MONITORS,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=12818299,,There are no reviews for this retailer,,Summer Infant Privacy Plus Series Slim & Secure Plus Digital Color Video Monitor,4.0 (in pounds),Walmart,"Summer Infant - Sleek & Secure Handheld Color Video Monitor, 28270",EX SLIM N SECURE PLUS MONITOR,189.99,182,28270
,0,796143,http://www.walmart.com/ip/Teenage-Mutant-Ninja-Turtles-Stealth-Bike-Vehicle/20863060,http://www.walmart.com/ip/Teenage-Mutant-Ninja-Turtles-Stealth-Bike-Vehicle/20863060,20863060,yes,Walmart.com,"Teenage Mutant Ninja Turtles Stealth Bike Vehicle:   Allows the Turtles to travel the streets hunting down The Kraang, without being seen Vehicle features a textured turtle shell that covers the turtle from head to toe, and to on-lookers from above, makes it look just like the street With Ninja Battle Boost technology and the flip of a button, the shell opens, revealing a Ninja Turtle action figure ready for battle Cycle comes with an exclusive Raphael action figure decked out in his slick helmet and gloves Dimensions: 13""L x 4.25""W x 7.50""H See all    Teenage Mutant Ninja Turtles  .",2013-05-23 06:00:14,19.97,,Playmates,,94000,http://i.walmartimages.com/i/p/00/04/33/77/94/0004337794001_300X300.jpg,4 Years and up,Toys :    Action Figures,0043377940012,,ACTION FIGURES,NINJA TURTLES,CORE TOY,http://www.toysrus.com/product/index.jsp?productId=12897674,,There are no reviews for this retailer,,Teenage Mutant Ninja Turtles Vehicle with Figure - Ninja Stealth Bike,1.15 (in pounds),Walmart,Teenage Mutant Ninja Turtles Stealth Bike Vehicle,NINJA TURTLE VEHICLES FIGURES,23.99,181,94001
,0,884933,http://www.walmart.com/ip/Graco-Blossom-4-in-1-High-Chair-Winslet/22098101,http://www.walmart.com/ip/Graco-Blossom-4-in-1-High-Chair-Winslet/22098101,22098101,yes,Walmart.com,"Graco Blossom 4-in-1 High Chair, Winslet:   For children up to 3 years old 6 height positions 3-position adjustable footrest Removable tray with dishwasher-safe insert Removable seat pad is machine washable Convertible 3- and 5-point harness system 3-position reclining seat Chair straps for booster mode Maximum weight capacity: 50 lbs for high chair, infant feeding booster and toddler booster modes; 80 lbs for youth chair mode Front wheels Locking rear casters Plastic and metal construction Assembles in approximately 20 minutes   Questions about product recalls?  Items that are a part of a recall are removed from the Walmart.com site, and are no longer available for purchase. These items include Walmart.com items only, not those of Marketplace sellers. Customers who have purchased a recalled item will be notified by email or by letter sent to the address given at the time of purchase. For complete recall information, go to  Walmart Recalls .",2013-05-23 06:00:15,169.0,,Graco,,1770162,http://i.walmartimages.com/i/p/00/04/74/06/12/0004740612030_300X300.jpg,,Baby :    High Chairs & Boosters,0047406111411,,GEAR IN HOME,HIGH CHAIRS,GEAR,http://www.toysrus.com/product/index.jsp?productId=4403309,ships free with $45 order of Home Free items,There are no reviews for this retailer,,Graco Blossom 4-in-1 High Chair - Capri,36.96 (in pounds),Walmart,"Graco Blossom 4-in-1 High Chair, Winslet",Capri Blossom 4N1 High Chair,179.99,187,3U05WNS
$44.97,1,689014,http://www.walmart.com/ip/Fisher-Price-Jake-and-the-Neverland-Pirates-Jake-s-Musical-Pirate-Ship-Bucky/20975734,http://www.walmart.com/ip/Fisher-Price-Jake-and-the-Neverland-Pirates-Jake-s-Musical-Pirate-Ship-Bucky/20975734,20975734,yes,Walmart.com,"Fisher-Price Jake and the Neverland Pirates - Jake's Musical Pirate Ship Bucky:   Real working cannon can fire water ball projectiles or launch Tick Tock Croc from a hidden trap door Bucky is packed with 25 action phrases and exciting pirate-adventure song Jake's pirate ship Bucky set includes Bucky, Jake and Skully figures and 3 water ball projectiles (not intended for use in water) Jake and the Neverland pirates ship requires 3 AA batteries (included) Play Set dimensions: 16.493""L x 6""W x 14.25""H Box dimensions: 17.25""L x 6.625""W x 16""H Adult assembly required",2013-05-23 06:00:15,39.97,,Fisher-Price,,W5269,http://i.walmartimages.com/i/p/00/74/67/75/05/0074677505709_300X300.jpg,2 Years - 5 Years,Toys :    Action Figures,0746775057091,,PRESCHOOL,JAKE THE PIRATE,LEARNING,http://www.toysrus.com/product/index.jsp?productId=12581850,,There are no reviews for this retailer,,Fisher-Price Jake and the Never Land Pirates - Musical Pirate Ship Bucky,3.9 (in pounds),Walmart,Fisher-Price Jake and the Neverland Pirates - Jake's Musical Pirate Ship Bucky,JAKE PIRATE SHIP BUCKY,44.99,299,W5269
,0,510416,http://www.walmart.com/ip/Crayola-Classic-Color-Pack-Crayons-64-count/14927411,http://www.walmart.com/ip/Crayola-Classic-Color-Pack-Crayons-64-count/14927411,14927411,yes,Walmart.com,Crayola Classic Color Pack Crayons:     Classic crayons for children of all ages in this Crayola 64 colors pack  Crayola colors include true hues and intense brightness in primary and secondary colors  Double wrapped for extra strength  Non-washable,2013-05-23 06:00:16,2.97,,Crayola,,52-064D,http://i.walmartimages.com/i/p/00/07/16/62/00/0007166200064_300X300.jpg,,,0071662000646,,CREATIVE ACTIVITIES,CRAYONS,LEARNING,http://www.toysrus.com/product/index.jsp?productId=2342266,,There are no reviews for this retailer,,Crayola - Crayons 64-Pack with Built-In Sharpener,0.806 (in pounds),Walmart,"Crayola Classic Color Pack Crayons, 64 count",CY 64PK CRAYONS,5.99,297,52064D
,0,312166,http://www.walmart.com/ip/Fisher-Price-Bubble-Guppies-Fin-Tastic-Guitar-Toy/22903940,http://www.walmart.com/ip/Fisher-Price-Bubble-Guppies-Fin-Tastic-Guitar-Toy/22903940,22903940,yes,Walmart.com,"Fisher-Price Bubble Guppies Fin-Tastic Guitar Toy:   Rock out with the Bubble Guppies guitar toy for kids  Plays over 20 phrases and songs  Features bright, colorful design  Press on the Gil, Bubble Puppy or Molly buttons to play sound effects and phrases during the music  Strum the guitar strings to hear a song  Continue strumming it to step through the song at your own pace  Requires 3 AA batteries for operation  A set of 3 AA batteries comes included for use right out of the box",2013-05-23 06:00:16,17.99,,Fisher-Price,, h8910,http://i.walmartimages.com/i/p/00/74/67/75/25/0074677525021_300X300.jpg,18 Months and up,Toys :    Development Toys,0027084274516,,PRESCHOOL,FISHER PRICE,LEARNING,http://www.toysrus.com/product/index.jsp?productId=2265144,,There are no reviews for this retailer,,Fisher-Price Bubble Mower XLT,1.2 (in pounds),Walmart,Fisher-Price Bubble Guppies Fin-Tastic Guitar Toy,BUBBLE MOWER,19.99,300,Y8382
,0,796180,http://www.walmart.com/ip/Teenage-Mutant-Ninja-Turtles-Shellraiser-Vehicle/20863046,http://www.walmart.com/ip/Teenage-Mutant-Ninja-Turtles-Shellraiser-Vehicle/20863046,20863046,yes,Walmart.com,"Teenage Mutant Ninja Turtles Shellraiser Vehicle:   Vehicle is built to run either on the subway rails or on the busy streets of New York City  With entrances on the top, in the front and on the side of the car, up to 8 Shellraiser Ninja Turtles can fit inside (sold separately)  Ninja Battle Boost technology includes a spring-loaded cannon on the top of the car and a side door that automatically opens with the touch of a button, sending kids' favorite hero in a half shell flying out the side with 360-degree Ninja flip-kicking action to wage battle on anything standing in its way  Dimensions: 14""L x 7""W x 8.50""H  Requires less than 5 minutes for assembly",2013-05-23 06:00:15,23.74,34.99,Playmates,24.97,94010,http://i.walmartimages.com/i/p/00/04/33/77/94/0004337794011_300X300.jpg,4 Years and up,Toys :    Action Figures,0043377940111,,ACTION FIGURES,NINJA TURTLES,CORE TOY,http://www.toysrus.com/product/index.jsp?productId=12897672,,There are no reviews for this retailer,Rollback,Teenage Mutant Ninja Turtle Shellraiser,2.95 (in pounds),Walmart,Teenage Mutant Ninja Turtles Shellraiser Vehicle,TEENAGE MUTANT NINJA TURTLE SHELLRAISER,29.99,298,94011
,0,538642,http://www.walmart.com/ip/The-First-Years-Newborn-to-Toddler-Reclining-Feeding-Seat/14254250,http://www.walmart.com/ip/The-First-Years-Newborn-to-Toddler-Reclining-Feeding-Seat/14254250,14254250,yes,Walmart.com,The First Years - Newborn to Toddler Reclining Feeding Seat:  Reclining feeding seat for infants and toddlers  8 adjustable seat positions  Space-saving and portable  weight limit 50 lbs Dimensions: 17.2L x 19.8W x 19H inches,2013-05-23 06:00:16,30.0,39.99,The First Years,,Y7437,http://i.walmartimages.com/i/p/00/07/14/63/04/0007146304696_300X300.jpg,Birth and up,Baby :    High Chairs & Boosters,0071463074372,,INFANT CARE & SAFETY,POTTIES/BOOSTER/STEPSTOOL,CONSUMABLES & INFANT CARE,http://www.toysrus.com/product/index.jsp?productId=12704381,ships free with $45 order of Home Free items,There are no reviews for this retailer,,The First Years Infant to Toddler Deluxe Reclining Feeding Seat,7.4 (in pounds),Walmart,The First Years - Newborn to Toddler Reclining Feeding Seat,DELUXE RECLINING FEEDING SEAT,29.49,294,Y4696
